Result_ID,Event_Title,Edition_ID,Sport,Result_Location,Result_Detail,Start_Date,End_Date,Time,Year,Season
350029,"12.5 kilometres Mass Start, Women",58,Biathlon,"Kompleks Dlya Sorevnovaniy Po Lyzhnym Gonkam i Biatlonu Laura, Mountain Cluster, Krasnaya Polyana","Course Length: 12,807 mHeight Differential: 31 mMaximum Climb: 31 mShooting 1: Prone at 2.574 km, 50 m rangeShooting 2: Prone at 5.107 km, 50 m rangeShooting 3: Standing at 7.640 km, 50 m rangeShooting 4: Standing at 10.283 km, 50 m rangeTotal Climbing: 430 m",2014-02-17,,19:00,2014,Winter
23014,"Bantamweight (≤54 kilograms), Men",15,Boxing,"Palazzo dello Sport, Roma",na,1960-08-25,1960-09-05,na,1960,Summer
925746,"220 yards Hurdles - AAU Junior Championship, Boys",3,Athletics,"Francis Field, Washington University, St. Louis",na,1904-06-03,,na,1904,Summer
131470,"Bantamweight, Greco-Roman (≤57 kilograms), Men",23,Wrestling,"Instituto Nacional de Educación Física de Cataluña (INEFC), Barcelona",na,1992-07-28,1992-07-30,na,1992,Summer
356866,"Road Race, Individual, Women",59,Cycling Road,"Forte de Copacabana, Copacabana, Rio de Janeiro",Distance: 136.9 km,2016-08-07,,12:15,2016,Summer
9000122,"Team, Mixed",60,Alpine Skiing,"Yongpyong Alpine Centre, Mountain Cluster, Daegwallyeong (Rainbow 2)","Gates: 26Length: ?Start Altitude: 1,045 mVertical Drop: 80 m",2018-02-24,,na,2018,Winter
258871,"Sprint, Men",53,Cycling Track,"Laoshan Zixingcheguan, Beijing",na,2008-08-17,2008-08-19,na,2008,Summer
20077,"Ice Hockey, Men",32,Ice Hockey,"Olympia-Kunsteisstadion, Garmisch-Partenkirchen / Olympia-Eissportplatz am Rießersee, Garmisch-Partenkirchen",na,1936-02-06,1936-02-16,na,1936,Winter
28145,"Featherweight (≤57 kilograms), Women",25,Taekwondo,"State Sports Centre, Olympic Park, Sydney, New South Wales",na,2000-09-28,,na,2000,Summer
4741,"400 metres Freestyle, Men",8,Swimming,"Piscine des Tourelles, Saint-Mandé",na,1924-07-16,1924-07-18,na,1924,Summer
60947,"Long Jump, Women",17,Athletics,"Estadio Olímpico Universitario, Ciudad de México",na,1968-10-13,1968-10-14,na,1968,Summer
153195,"5,000 metres, Men",5,Cycling Track,"White City Stadium, London",na,1908-07-17,1908-07-18,na,1908,Summer
63758,"10,000 metres, Women",22,Athletics,"Ol-lim-pik Ju-gyeong-gi-jang, Seoul Sports Complex, Seoul",na,1988-09-26,1988-09-30,na,1988,Summer
115004,"Épée, Team, Men",24,Fencing,"Georgia World Congress Center, Atlanta, Georgia",na,1996-07-23,,na,1996,Summer
4977,"200 metres Breaststroke, Men",10,Swimming,"Olympic Park Swimming Stadium, Los Angeles, California",na,1932-08-11,1932-08-13,na,1932,Summer
6888,"100 metres Backstroke, Women",20,Swimming,"Plavatelny basseyn, Sportivny kompleks Olimpiysky, Moskva",na,1980-07-22,1980-07-23,na,1980,Summer
64103,"4 x 400 metres Relay, Men",23,Athletics,"Estadio Olímpico de Montjuïc, Barcelona",na,1992-08-07,1992-08-08,na,1992,Summer
70057,"Team All-Around, Swedish System, Men",6,Artistic Gymnastics,"Stockholms Olympiastadion, Stockholm",na,1912-07-08,,14:00-17:00,1912,Summer
58217,"1,500 metres, Men",11,Athletics,"Olympiastadion, Reichssportfeld, Berlin",na,1936-08-05,1936-08-06,na,1936,Summer
19000577,"Javelin Throw, Men",61,Athletics,"Japan National Stadium, Kasumigaoka, Shinjuku, Tokyo",na,2021-08-04,2021-08-07,na,2020,Summer
51789,"Air Rifle, 10 metres, Men",22,Shooting,"Taeneung International Shooting Range, Seoul",na,1988-09-20,,12:30,1988,Summer
58975,"10 kilometres Race Walk, Men",13,Athletics,"Helsingin Olympiastadion, Helsinki",na,1952-07-24,1952-07-27,na,1952,Summer
8815,"200 metres Backstroke, Men",26,Swimming,"Olympiako Kentro Ugrou Stivou, Olympiako Athletiko Kentro Athinon Spiros Loues, Athina (Main Pool)",na,2004-08-18,2004-08-19,na,2004,Summer
2412,"Normal Hill, Individual, Men",43,Ski Jumping,"Canada Olympic Park, Calgary (Ski Jumps)",TCH,1988-02-14,,na,1988,Winter
19020481,"1,000 metres, Men",62,Short Track Speed Skating,"Shoudu Tiyguan, Beijing",na,2022-02-05,2022-02-07,na,2022,Winter
56017,"Marathon, Men",1,Athletics,"Panathinaiko Stadio, Athina",na,1896-04-10,,14:00,1896,Summer
51503,"Military Rifle, 200 metres, Men",1,Shooting,"Skopeftirion, Kallithea",na,1896-04-08,1896-04-09,"10:30 (8 April), 09:00 (9 April)",1896,Summer
19002056,"Middle-Heavyweight (≤96 kilograms), Men",61,Weightlifting,"Tokyo International Forum, Yūrakuchō Business District (Marunouchi District), Tokyo, Japan",na,2021-07-31,,na,2020,Summer
19008537,"Double Sculls, Women",61,Rowing,"Sea Forest Waterway, 6-44, 3chome, Uminomori, Koto-ku, Tokyo Bay, Tokyo, Japan",na,2021-07-23,2021-07-28,na,2020,Summer
65143,"4 x 100 metres Relay, Women",24,Athletics,"Centennial Olympic Stadium, Atlanta, Georgia",na,1996-08-02,1996-08-03,na,1996,Summer
925706,"Pole Vault - Olympic Athletic Meet for Schools in Louisiana Purchase Exposition Territory, Boys",3,Athletics,"Francis Field, Washington University, St. Louis",na,1904-05-28,,na,1904,Summer
6471,"100 metres Freestyle, Men",19,Swimming,"Piscine olympique, Montréal, Québec",na,1976-07-24,1976-07-25,na,1976,Summer
925728,"120 yards Hurdles, Handicap - AAU Handicap Meet, Men",3,Athletics,"Francis Field, Washington University, St. Louis",na,1904-06-02,,na,1904,Summer
22564,"Lightweight (≤60 kilograms), Men",13,Boxing,"Messuhalli I, Helsinki",na,1952-07-28,1952-08-02,na,1952,Summer
350066,"15 kilometres, Classical, Men",58,Cross Country Skiing,"Kompleks Dlya Sorevnovaniy Po Lyzhnym Gonkam i Biatlonu Laura, Mountain Cluster, Krasnaya Polyana","Course Length: 14,931 mHeight Differential: 90 mIntermediate 1: 2.2 kmIntermediate 2: 8.0 kmIntermediate 3: 12.5 kmMaximum Climb: 56 mTotal Climbing: 544 m",2014-02-14,,14:00,2014,Winter
37066,"Volleyball, Men",17,Volleyball,"Gimnasio Olímpico Juan de la Barrera, Ciudad de México / Pista de Hielo Revolución, Ciudad de México",na,1968-10-13,1968-10-26,na,1968,Summer
40536,"Target Archery, 50 metres, Team, Men",7,Archery,"Nachtegalenpark, Antwerpen",na,1920-08-04,1920-08-05,na,1920,Summer
900057,"Football, American, Men",10,American Football,"Los Angeles Memorial Coliseum, Los Angeles, California",na,1932-08-08,,na,1932,Summer
319094,"Coxless Pairs, Men",54,Rowing,"Eton Dorney, Windsor",na,2012-07-28,2012-08-03,na,2012,Summer
19008486,"Lightweight Double Sculls, Men",61,Rowing,"Sea Forest Waterway, 6-44, 3chome, Uminomori, Koto-ku, Tokyo Bay, Tokyo, Japan",na,2021-07-24,2021-07-29,na,2020,Summer
900315,"Slalom, Men",18,Waterskiing,Passader See,na,1972-09-02,,na,1972,Summer
924389,"Boardercross, Men",57,Snowboarding,"Cypress Mountain, West Vancouver",Jeff Ihaksi,2010-02-15,,na,2010,Winter
259994,"Uneven Bars, Women",53,Artistic Gymnastics,"Guojia Tiyuguan, Beijing Aolinpike Gongyuan, Beijing",na,2008-08-10,2008-08-18,na,2008,Summer
257692,"Pole Vault, Women",53,Athletics,"Beijing Guojia Tiyuchang, Beijing Aolinpike Gongyuan, Beijing",na,2008-08-16,2008-08-18,na,2008,Summer
51516,"Free Rifle, Three Positions, 300 metres, Team, Men",2,Shooting,"Camp de Satory, Versailles",na,1900-08-03,1900-08-05,08:00-18:00,1900,Summer
353818,"Synchronized Springboard, Men",59,Diving,"Parque Aquático Maria Lenk, Parque Olímpico da Barra, Barra da Tijuca, Rio de Janeiro",na,2016-08-10,,16:00,2016,Summer
158302,"Eights, Men",14,Rowing,"Lake Wendouree, Ballarat, Victoria",na,1956-11-23,1956-11-27,na,1956,Summer
57690,"1,500 metres, Men",9,Athletics,"Olympisch Stadion, Amsterdam",na,1928-08-01,1928-08-02,na,1928,Summer
10547,"Two Person Dinghy (470), Women",24,Sailing,"Wassaw Sound, Savannah, Georgia",na,1996-07-24,1996-08-01,na,1996,Summer
901263,"Daoshu & Gunshu, Women",53,Wushu,"Ao Ti Zhongxin Tiyuguan, Beijing Aolinpike Gongyuan, Beijing",na,2008-08-23,,09:30-20:21,2008,Summer
185264,"Team, Open",18,Equestrian Dressage,"Dressuranlage, Nymphenburg, München",na,1972-09-07,,14:00,1972,Summer
302405,"20 kilometres Race Walk, Women",54,Athletics,"The Mall, London",na,2012-08-11,,17:00,2012,Summer
116930,"Épée, Individual, Men",26,Fencing,"Aithousa Ksifaskias, Olympiako Syngrotima Ellenikou, Hellinikon",na,2004-08-17,,na,2004,Summer
70029,"Horizontal Bar, Men",3,Artistic Gymnastics,"Francis Field, Washington University, St. Louis",na,1904-10-28,,na,1904,Summer
1002,"1,500 metres, Men",35,Speed Skating,"Pista di Misurina, Misurina",na,1956-01-30,,14:00-16:05,1956,Winter
10119,"Two Person Keelboat (Star), Open",21,Sailing,"Long Beach Marina, Long Beach, California (Bravo Course)",na,1984-07-31,1984-08-08,na,1984,Summer
70545,"Pommelled Horse, Men",21,Artistic Gymnastics,"Edwin W. Pauley Pavilion, Los Angeles, California",na,1984-07-29,1984-08-04,na,1984,Summer
905040,"Team, International, Men",32,Ice Stock Sport,"Olympia-Eissportplatz am Rießersee, Garmisch-Partenkirchen",na,1936-02-09,,13:00,1936,Winter
19020640,"Large Hill, Team, Men",62,Ski Jumping,"Zhangjiakou National Ski Jumping Centre, Zhangjiakou City, Hebei Province",Jørn Larsen,2022-02-14,,18:59,2022,Winter
901099,"Heavyweight (>83 kilograms), Men",23,Taekwondo,"Palau Blaugrana, Barcelona",na,1992-08-04,,na,1992,Summer
51703,"Free Rifle, Three Positions, 300 metres, Men",16,Shooting,"Asaka Shooting Range, Nezu Park, Asaka, Saitama",na,1964-10-15,,09:00-15:30,1964,Summer
93838,"Épée, Individual, Men",17,Fencing,"Sala de Armas Fernando Montes de Oca, Ciudad Deportiva Magdalena Mixhuca, Ciudad de México",na,1968-10-21,1968-10-22,na,1968,Summer
256247,"Canadian Singles, 500 metres, Men",25,Canoe Sprint,"Sydney International Regatta Centre, Penrith, New South Wales",na,2000-09-27,2000-10-01,na,2000,Summer
925881,"High Jump - Western AAU Championship, Men",3,Athletics,"Francis Field, Washington University, St. Louis",na,1904-07-30,,na,1904,Summer
62947,"Decathlon, Men",21,Athletics,"Los Angeles Memorial Coliseum, Los Angeles, California",na,1984-08-08,1984-08-09,na,1984,Summer
123159,"Bantamweight, Freestyle (≤57 kilograms), Men",13,Wrestling,"Messuhalli I, Helsinki / Messuhalli II, Helsinki",na,1952-07-20,1952-07-23,na,1952,Summer
4432,"Underwater Swimming, Men",2,Swimming,"Seine, Pont de Courbevoie – Pont d'Asnières, Paris",na,1900-08-12,,9:00,1900,Summer
19020056,"Aerials, Men",62,Freestyle Skiing,"Genting Snow Park, Chongli District, Zhangjiakou City, Hebei Province",Course Name: Secret Garden Olympic Aerials CourseIn-Run Distance / Gradient: 72.0 m / 27°Kicker 2 Distance / Height / Gradient: 6.50 m / 3.40 m / 66°Kicker 3 Distance / Height / Gradient: 6.50 m / 3.40 m / 66°Kicker 4 Distance / Height / Gradient: 8.00 m / 4.10 m / 71°Kicker 5 Distance / Height / Gradient: 8.00 m / 4.10 m / 71°Landing Distance / Gradient: 30.0 m / 37°Table: 19.0 m,2022-02-15,2022-02-16,na,2022,Winter
320000,"Two Person Keelboat (Star), Men",54,Sailing,"Weymouth and Portland National Sailing Academy, Isle of Portland",na,2012-07-29,2012-08-05,na,2012,Summer
63996,"400 metres, Men",23,Athletics,"Estadio Olímpico de Montjuïc, Barcelona",na,1992-08-01,1992-08-05,na,1992,Summer
153282,"50 kilometres, Men",7,Cycling Track,"Garden City Velodroom, Wilrijk, Antwerpen",na,1920-08-10,,16:30,1920,Summer
310025,"Individual, Open",54,Equestrian Dressage,"Greenwich Park, Greenwich, London",na,2012-08-02,2012-08-09,na,2012,Summer
70112,"Tumbling, Men",10,Artistic Gymnastics,"Los Angeles Memorial Coliseum, Los Angeles, California",na,1932-08-10,,8:00,1932,Summer
158988,"Double Sculls, Women",21,Rowing,"Lake Casitas, Los Padres National Forest, California",na,1984-07-30,1984-08-04,na,1984,Summer
20557,"Ice Hockey, Men",43,Ice Hockey,"Olympic Saddledome, Calgary / Stampede Corral, Calgary / Father David Bauer Olympic Arena, Calgary",na,1988-02-13,1988-02-28,na,1988,Winter
1397,"Giant Slalom, Women",44,Alpine Skiing,Méribel,J. Swanberg,1992-02-19,,na,1992,Winter
19020350,"Normal Hill / 10 km, Individual, Men",62,Nordic Combined,"Zhangjiakou Nordic Centre and Biathlon Centre, Chongli District, Zhangjiakou City, Hebei Province / Zhangjiakou National Ski Jumping Centre, Zhangjiakou City, Hebei Province",na,2022-02-09,,na,2022,Winter
925922,"Pole Vault - YMCA Championship, Men",3,Athletics,"Francis Field, Washington University, St. Louis",na,1904-08-20,,na,1904,Summer
916,"1,000 metres, Women",49,Short Track Speed Skating,"Palavela, Torino",na,2006-02-22,2006-02-25,na,2006,Winter
63180,"Discus Throw, Women",21,Athletics,"Los Angeles Memorial Coliseum, Los Angeles, California",na,1984-08-10,1984-08-11,na,1984,Summer
9064,"200 metres Individual Medley, Women",26,Swimming,"Olympiako Kentro Ugrou Stivou, Olympiako Athletiko Kentro Athinon Spiros Loues, Athina (Main Pool)",na,2004-08-16,2004-08-17,na,2004,Summer
124937,"Flyweight, Freestyle (≤52 kilograms), Men",16,Wrestling,"Komazawa Gymnasium, Komazawa Olympic Park, Tokyo",na,1964-10-11,1964-10-14,na,1964,Summer
353554,"Kayak Singles, 200 metres, Women",59,Canoe Sprint,"Estádio da Lagoa, Lagoa Rodrigo de Freitas, Rio de Janeiro",na,2016-08-15,2016-08-16,na,2016,Summer
51735,"Skeet, Open",18,Shooting,"Schießanlage, Hochbrück, München",na,1972-08-31,,09:00,1972,Summer
58185,"400 metres, Men",11,Athletics,"Olympiastadion, Reichssportfeld, Berlin",na,1936-08-06,1936-08-07,na,1936,Summer
50153,"Individual, Men",18,Modern Pentathlon,"Reitstadion, Riem, München / Fechthalle 2, Messegelände (Halle 20), München / Schießanlage, Hochbrück, München / Schwimmhalle, Olympiapark, München / Olympiastadion, Olympiapark, München",na,1972-08-27,1972-08-31,na,1972,Summer
158894,"Eights, Women",20,Rowing,"Grebnoy kanal, Sportivny komplex Krylatskoye, Moskva",na,1980-07-21,1980-07-26,na,1980,Summer
126604,"Welterweight, Freestyle (≤74 kilograms), Men",18,Wrestling,"Ringer-Judo-Halle, Messegelände (Halle 14), München",na,1972-08-27,1972-08-31,na,1972,Summer
60780,"Hammer Throw, Men",17,Athletics,"Estadio Olímpico Universitario, Ciudad de México",na,1968-10-16,1968-10-17,na,1968,Summer
4468,"440 yards Breaststroke, Men",3,Swimming,"Life Saving Exhibition Lake, Forest Park, St. Louis",na,1904-09-07,,na,1904,Summer
19016119,"Kayak Singles, 1,000 metres, Men",61,Canoe Sprint,"Sea Forest Waterway, 6-44, 3chome, Uminomori, Koto-ku, Tokyo Bay, Tokyo, Japan",na,2021-08-02,2021-08-03,na,2020,Summer
31863,"Basketball, Men",12,Basketball,"Harringay Arena, Harringay, London",na,1948-07-30,1948-08-13,na,1948,Summer
925654,"220 yards - Olympic Interscholastic Meet (State of Missouri), Boys",3,Athletics,"Francis Field, Washington University, St. Louis",na,1904-05-14,,na,1904,Summer
900733,"Flyweight (≤47 kilograms), Women",22,Taekwondo,"Jang-chung Che-yuk-gwan, Seoul",na,1988-09-17,,13:00,1988,Summer
351850,"Individual, Men",59,Modern Pentathlon,"Arena da Juventude, Parque Olímpico de Deodoro, Deodoro, Rio de Janeiro / Centro Aquático de Deodoro, Parque Olímpico de Deodoro, Deodoro, Rio de Janeiro / Estádio de Deodoro, Parque Olímpico de Deodoro, Deodoro, Rio de Janeiro",na,2016-08-18,2016-08-20,na,2016,Summer
60417,"4 x 100 metres Relay, Women",16,Athletics,"Kokuritsu Kyogijo, Shinjuku, Tokyo",na,1964-10-20,1964-10-21,na,1964,Summer
70205,"Uneven Bars, Women",14,Artistic Gymnastics,"West Melbourne Stadium, Melbourne, Victoria",na,1956-12-03,1956-12-07,08:00-14:00,1956,Summer
123461,"Flyweight, Greco-Roman (≤52 kilograms), Men",13,Wrestling,"Messuhalli I, Helsinki",na,1952-07-24,1952-07-27,na,1952,Summer
185099,"Individual, Men",11,Equestrian Eventing,"Olympiastadion, Reichssportfeld, Berlin / Maifeld, Reichssportfeld, Berlin / Truppenübungsplatz, Döberitz, Brandenburg",na,1936-08-13,1936-08-16,na,1936,Summer
17060,"Half-Middleweight (≤78 kilograms), Men",23,Judo,"Palau Blaugrana, Barcelona",na,1992-07-30,,na,1992,Summer
924274,"Ice Dancing, Mixed",57,Figure Skating,"Pacific Coliseum, Vancouver",na,2010-02-19,2010-02-22,na,2010,Winter
29172,"Heavyweight (>90 kilograms), Men",14,Weightlifting,"Royal Exhibition Building, Melbourne, Victoria",na,1956-11-26,,20:00,1956,Summer
57113,"1,500 metres, Men",7,Athletics,"Olympisch Stadion, Antwerpen",na,1920-08-18,1920-08-19,na,1920,Summer
900562,"Finweight (≤ 50 kilograms), Men",22,Taekwondo,"Jang-chung Che-yuk-gwan, Seoul",na,1988-09-19,,na,1988,Summer
353693,"Balance Beam, Women",59,Artistic Gymnastics,"Arena Olímpica do Rio, Parque Olímpico da Barra, Barra da Tijuca, Rio de Janeiro",na,2016-08-07,2016-08-15,na,2016,Summer
67522,"Individual, Women",23,Rhythmic Gymnastics,"Palacio de los Deportes, Barcelona",na,1992-08-06,1992-08-08,na,1992,Summer
920004,"Sculpturing, Open1",6,Art Competitions,"Karlavägen 10, Stockholm",na,1912-05-05,1912-07-27,na,1912,Summer
7350,"200 metres Breaststroke, Men",22,Swimming,"Su-yeong-jang, Ol-lim-pik Gong-won, Seoul",na,1988-09-23,,na,1988,Summer
56934,"Javelin Throw, Men",6,Athletics,"Stockholms Olympiastadion, Stockholm",na,1912-07-06,,na,1912,Summer
1527,"20 kilometres, Men",40,Biathlon,"Langlaufstadion, Seefeld","Course Length: ?Height Differential: ?Maximum Climb: ?Shooting 1: Prone at 3.6 km, 150 m rangeShooting 2: Standing at 8.5 km, 150 m rangeShooting 3: Prone at 12.5 km, 150 m rangeShooting 4: Standing at 17.4 km, 150 m rangeTotal Climbing: ?",1976-02-06,,08:30,1976,Winter
21465,"Bantamweight (≤118 pounds), Men",8,Boxing,"Vélodrome d'Hiver, Paris",na,1924-07-15,1924-07-20,na,1924,Summer
261632,"4 x 100 metres Freestyle Relay, Men",53,Swimming,"Beijing Guojia Youyong Zhongxin, Beijing Aolinpike Gongyuan, Beijing",na,2008-08-10,2008-08-11,na,2008,Summer
2066,"10 kilometres, Classical, Men",46,Cross Country Skiing,"Snow Harp, Hakuba",Course Length: ?Height Differential: 100 mIntermediate 1: 1.8 kmIntermediate 2: 6.5 kmMaximum Climb: 67 mTotal Climbing: 419 m,1998-02-12,,9:00,1998,Winter
358596,"400 metres, Men",59,Athletics,"Estádio Olímpico João Havelange, Engenho de Dentro, Rio de Janeiro",na,2016-08-12,2016-08-14,na,2016,Summer
6863,"100 metres Freestyle, Women",20,Swimming,"Plavatelny basseyn, Sportivny kompleks Olimpiysky, Moskva",na,1980-07-20,1980-07-21,na,1980,Summer
2113,"30 kilometres, Classical, Women",47,Cross Country Skiing,"Soldier Hollow, Wasatch Mountain State Park","Course Length: 30,084 mHeight Differential: 123 mIntermediate 1: 7.2 kmIntermediate 2: 15.0 kmIntermediate 3: 20.5 kmMaximum Climb: 51 mTotal Climbing: 1,126 m",2002-02-24,,9:30,2002,Winter
9785,"5.5 metres, Open",16,Sailing,"Enoshima, Sagami-wan (5.5 m and Dragon Course)",na,1964-10-12,1964-10-21,na,1964,Summer
18000400,"Shortboard, Men",61,Surfing,"Tsurigasaki Surfing Beach, Torami, Chiba",na,2021-07-25,2021-07-27,na,2020,Summer
358254,"Sabre, Team, Women",59,Fencing,"Arena Carioca 3, Parque Olímpico da Barra, Barra da Tijuca, Rio de Janeiro",na,2016-08-13,,na,2016,Summer
45299,"Doubles, Men",23,Tennis,"Centro Municipal de Tenis Vall d'Hebron, La Vall d'Hebron, Barcelona, Catalonia, ESP",na,1992-07-30,1992-08-07,na,1992,Summer
1039,"1,500 metres, Men",40,Speed Skating,"Eisschnellaufbahn im Olympiaeisstadion, Innsbruck",na,1976-02-13,,10:00,1976,Winter
926064,"Parallel Bars - YMCA Individual Gymnastic Championships, Men",3,Artistic Gymnastics,"Physical Culture Gymnasium, Washington University, St. Louis",na,1904-08-17,,na,1904,Summer
395711,"Air Rifle, 10 metres, Men",59,Shooting,"Centro Olímpico de Tiro, Parque Olímpico de Deodoro, Deodoro, Rio de Janeiro",na,2016-08-08,,na,2016,Summer
59185,"4 x 100 metres Relay, Women",13,Athletics,"Helsingin Olympiastadion, Helsinki",na,1952-07-27,,na,1952,Summer
2057,"5/10 kilometres Pursuit, Women",45,Cross Country Skiing,"Birkebeineren Skistadion, Lillehammer",Course Length: ?Height Differential: 68 mMaximum Climb: 51 mTotal Climbing: 420 m,1994-02-15,,na,1994,Winter
901203,"800 metres Wheelchair, Women",24,Athletics,"Centennial Olympic Stadium, Atlanta, Georgia",na,1996-08-01,,na,1996,Summer
901044,"Bantamweight (≤ 58 kilograms), Men",23,Taekwondo,"Palau Blaugrana, Barcelona",na,1992-08-03,,na,1992,Summer
40981,"Individual, Women",24,Archery,"Stone Mountain Archery Center, Stone Mountain, Georgia",na,1996-07-28,1996-07-31,na,1996,Summer
51562,"Free Pistol, 50 metres, Men",6,Shooting,"Kaknäs, Djurgården, Stockholm",na,1912-07-01,,12:00,1912,Summer
925806,"1 mile - Interscholastic Championships, Boys",3,Athletics,"Francis Field, Washington University, St. Louis",na,1904-06-30,,na,1904,Summer
